NO,MValue,SValue
126,-0.00,0.36
127,-0.00,0.55
128,-0.00,0.32
129,-0.00,0.47
130,-0.00,0.76
131,-0.00,0.47
132,-0.00,0.36
133,-0.00,0.42
134,-0.00,0.75
135,-0.00,0.77
136,-0.00,0.39
137,-0.00,0.24
138,-0.00,0.66
139,-0.00,0.88
140,-0.00,0.62
141,-0.00,0.28
142,-0.00,0.40
143,-0.00,0.68
144,-0.00,0.45
145,-0.00,0.33
146,-0.00,0.54
147,-0.00,0.62
148,-0.00,0.40
149,-0.00,0.34
150,-0.00,0.84
151,-0.00,0.64
152,-0.00,0.30
153,-0.00,0.43
154,-0.00,0.88
155,-0.00,0.38
156,-0.00,0.43
157,-0.00,0.89
158,-0.00,0.27
159,-0.00,0.77
160,-0.00,0.46
161,-0.00,0.54
162,-0.00,0.72
163,-0.00,0.34
164,-0.00,0.29
165,-0.00,0.74
166,-0.00,0.69
167,-0.00,0.60
168,-0.00,0.54
169,-0.00,0.51
170,-0.00,0.44
171,-0.00,0.48
172,-0.00,0.58
173,-0.00,0.69
174,-0.00,0.75
175,-0.00,0.81
176,-0.00,0.61
177,-0.00,0.39
178,-0.00,0.27
179,-0.00,0.27
180,-0.00,0.39
181,-0.00,0.51
182,-0.00,0.48
183,-0.00,0.49
184,-0.00,0.47
185,-0.00,0.43
186,-0.00,0.33
187,-0.00,0.31
188,-0.00,0.29
189,-0.00,0.35
190,-0.00,0.35
191,-0.00,0.38
192,-0.00,0.36
193,-0.00,0.28
194,-0.00,0.31
195,-0.00,0.27
196,-0.00,0.31
197,-0.00,0.32
198,-0.00,0.35
199,-0.00,0.39
200,-0.00,0.37
201,-0.00,0.37
202,-0.00,0.48
203,-0.00,0.60
204,-0.00,0.59
205,-0.00,0.70
206,-0.00,0.55
207,-0.00,0.33
208,-0.00,0.29
209,-0.00,0.44
210,-0.00,0.55
211,-0.00,0.82
212,-0.00,0.76
213,-0.00,0.48
214,-0.00,0.28
215,-0.00,0.34
216,-0.00,0.45
217,-0.00,0.87
218,-0.00,0.59
219,-0.00,0.37
220,-0.00,0.58
221,-0.00,0.49
222,-0.00,0.37
223,-0.00,0.80
224,-0.00,0.40
225,-0.00,0.36
226,-0.00,0.49
227,-0.00,0.88
228,-0.00,0.73
229,-0.00,0.42
230,-0.00,0.40
231,-0.00,0.29
232,-0.00,0.35
233,-0.00,0.44
234,-0.00,0.02
235,-0.00,0.65
236,-0.00,0.32
237,-0.00,0.52
238,-0.00,0.35
239,-0.00,0.51
240,-0.00,0.69
241,-0.00,0.34
242,-0.00,0.41
243,-0.00,0.30
244,-0.00,0.62
245,-0.00,0.52
246,-0.00,0.51
247,-0.00,0.47
248,-0.00,0.51
249,-0.00,0.33
250,-0.00,0.83
251,-0.00,0.83
252,-0.00,0.29
253,-0.00,0.51
254,-0.00,0.29
255,-0.00,0.46
256,-0.00,0.30
257,-0.00,0.61
258,-0.00,0.94
259,-0.00,0.66
260,-0.00,0.88
261,-0.00,0.77
262,-0.00,0.83
263,-0.00,0.28
264,-0.00,0.42
265,-0.00,0.37
266,-0.00,0.71
267,-0.00,0.50
268,-0.00,0.85
269,-0.00,0.29
270,-0.00,0.42
271,-0.00,0.49
272,-0.00,0.80
273,-0.00,0.27
274,-0.00,0.89
275,-0.00,0.38
276,-0.00,0.27
277,-0.00,0.51
278,-0.00,0.86
279,-0.00,0.87
280,-0.00,0.83
281,-0.00,0.52
282,-0.00,0.35
283,-0.00,0.31
284,-0.00,0.63
285,-0.00,0.74
286,-0.00,0.44
287,-0.00,0.88
288,-0.00,0.38
289,-0.00,0.27
290,-0.00,0.78
291,-0.00,0.58
292,-0.00,0.76
293,-0.00,0.41
294,-0.00,0.23
295,-0.00,0.35
296,-0.00,0.27
297,-0.00,0.84
298,-0.00,0.57
299,-0.00,0.91
300,-0.00,0.46
301,-0.00,0.42
302,-0.00,0.34
303,-0.00,0.82
304,-0.00,0.39
305,-0.00,0.71
306,-0.00,0.55
307,-0.00,0.43
308,-0.00,0.66
309,-0.00,0.38
310,-0.00,0.37
311,-0.00,0.67
312,-0.00,0.54
313,-0.00,0.24
314,-0.00,0.30
315,-0.00,0.82
316,-0.00,0.32
317,-0.00,0.25
318,-0.00,1.04
319,-0.00,0.44
320,-0.00,0.29
321,-0.00,1.02
322,-0.00,0.28
323,-0.00,0.91
324,-0.00,0.27
325,-0.00,0.39
326,-0.00,0.59
327,-0.00,0.74
328,-0.00,0.71
329,-0.00,0.64
330,-0.00,0.45
331,-0.00,0.26
332,-0.00,0.96
333,-0.00,0.49
334,-0.00,0.95
335,-0.00,0.39
336,-0.00,0.64
337,-0.00,0.35
338,-0.00,0.40
339,-0.00,0.41
340,-0.00,1.01
341,-0.00,0.38
342,-0.00,0.66
343,-0.00,0.30
344,-0.00,0.44
345,-0.00,0.39
346,-0.00,0.63
347,-0.00,0.64
348,-0.00,0.81
349,-0.00,0.38
350,-0.00,0.36
351,-0.00,0.36
352,-0.00,0.65
353,-0.00,0.87
354,-0.00,0.81
355,-0.00,0.68
356,-0.00,0.92
357,-0.00,0.30
358,-0.00,0.55
359,-0.00,0.81
360,-0.00,0.32
361,-0.00,0.81
362,-0.00,0.55
363,-0.00,0.74
364,-0.00,0.29
365,-0.00,0.93
366,-0.00,0.98
367,-0.00,0.53
368,-0.00,0.36
369,-0.00,0.31
370,-0.00,0.26
371,-0.00,0.34
372,-0.00,0.48
373,-0.00,1.14
374,-0.00,0.52
375,-0.00,0.45
376,-0.00,0.89
377,-0.00,0.29
378,-0.00,0.65
379,-0.00,0.54
380,-0.00,0.25
381,-0.00,0.40
382,-0.00,0.73
383,-0.00,0.33
384,-0.00,0.30
385,-0.00,0.63
386,-0.00,0.64
387,-0.00,0.65
388,-0.00,0.31
389,-0.00,0.43
390,-0.00,0.41
391,-0.00,0.96
392,-0.00,0.39
393,-0.00,0.47
394,-0.00,0.31
395,-0.00,0.26
396,-0.00,0.64
397,-0.00,0.65
398,-0.00,0.74
399,-0.00,0.51
400,-0.00,0.31
401,-0.00,0.26
402,-0.00,0.69
403,-0.00,0.60
404,-0.00,0.55
405,-0.00,0.27
406,-0.00,0.33
407,-0.00,0.95
408,-0.00,0.42
409,-0.00,0.41
410,-0.00,0.32
411,-0.00,0.95
412,-0.00,0.90
413,-0.00,0.40
414,-0.00,0.30
415,-0.00,0.35
416,-0.00,1.14
417,-0.00,1.15
418,-0.00,0.34
419,-0.00,0.40
420,-0.00,0.31
421,-0.00,0.89
422,-0.00,0.31
423,-0.00,0.22
424,-0.00,0.96
425,-0.00,0.28
426,-0.00,0.57
427,-0.00,0.41
428,-0.00,0.34
429,-0.00,0.44
430,-0.00,0.92
431,-0.00,0.29
432,-0.00,0.56
433,-0.00,0.78
434,-0.00,0.27
435,-0.00,0.36
436,-0.00,0.48
437,-0.00,0.61
438,-0.00,1.09
439,-0.00,0.89
440,-0.00,1.00
441,-0.00,0.61
442,-0.00,0.47
443,-0.00,0.33
444,-0.00,0.30
445,-0.00,0.35
446,-0.00,0.89
447,-0.00,0.41
448,-0.00,0.86
449,-0.00,0.57
450,-0.00,0.40
451,-0.00,0.34
452,-0.00,1.03
453,-0.00,0.29
454,-0.00,0.27
455,-0.00,0.54
456,-0.00,0.38
457,-0.00,0.85
458,-0.00,0.59
459,-0.00,0.94
460,-0.00,1.10
461,-0.00,0.51
462,-0.00,0.96
463,-0.00,0.75
