NO,MValue,SValue
308.912,-0.00,0.58
309.912,-0.00,0.50
310.912,-0.00,0.72
311.912,-0.00,0.59
312.912,-0.00,0.44
313.912,-0.00,0.70
314.912,-0.00,0.56
315.912,-0.00,0.54
316.912,-0.00,0.69
317.911,-0.00,0.53
318.912,-0.00,0.42
319.912,-0.00,0.47
320.912,-0.00,0.41
321.912,-0.00,0.57
322.912,-0.00,0.48
323.912,-0.00,0.57
324.912,-0.00,0.62
325.912,-0.00,0.48
326.912,-0.00,0.47
327.912,-0.00,0.65
328.912,-0.00,0.43
329.912,-0.00,0.59
330.912,-0.00,0.39
331.911,-0.00,0.49
332.911,-0.00,0.54
333.915,-0.00,0.50
334.911,-0.00,0.69
335.912,-0.00,0.65
336.912,-0.00,0.69
337.912,-0.00,0.45
338.912,-0.00,0.42
339.912,-0.00,0.44
340.911,-0.00,0.51
341.912,-0.00,0.48
342.912,-0.00,0.71
343.912,-0.00,0.43
344.912,-0.00,0.52
345.912,-0.00,0.42
346.912,-0.00,0.58
347.911,-0.00,0.62
348.911,-0.00,0.48
349.912,-0.00,0.50
350.911,-0.00,0.39
351.912,-0.00,0.74
352.912,-0.00,0.71
353.911,-0.00,0.48
354.912,-0.00,0.43
355.912,-0.00,0.43
356.912,-0.00,0.60
357.912,-0.00,0.71
358.912,-0.00,0.36
359.912,-0.00,0.45
360.912,-0.00,0.58
361.911,-0.00,0.44
362.911,-0.00,0.49
363.913,-0.00,0.53
364.912,-0.00,0.53
365.912,-0.00,0.42
366.912,-0.00,0.59
367.912,-0.00,0.50
368.912,-0.00,0.45
369.912,-0.00,0.51
370.911,-0.00,0.38
371.912,-0.00,0.51
372.912,-0.00,0.47
373.911,-0.00,0.61
374.912,-0.00,0.69
375.912,-0.00,0.71
376.911,-0.00,0.53
377.912,-0.00,0.43
378.912,-0.00,0.49
379.912,-0.00,0.39
380.911,-0.00,0.46
381.911,-0.00,0.39
382.912,-0.00,0.60
383.911,-0.00,0.39
384.912,-0.00,0.57
385.912,-0.00,0.68
386.912,-0.00,0.54
387.912,-0.00,0.70
388.911,-0.00,0.55
389.912,-0.00,0.75
390.912,-0.00,0.56
391.912,-0.00,0.83
392.912,-0.00,0.59
393.912,-0.00,0.45
394.912,-0.00,0.48
395.912,-0.00,0.33
396.912,-0.00,0.59
397.912,-0.00,0.49
398.911,-0.00,0.65
399.912,-0.00,0.66
400.911,-0.00,0.46
401.912,-0.00,0.45
402.912,-0.00,0.42
403.912,-0.00,0.67
404.912,-0.00,0.55
405.912,-0.00,0.47
406.912,-0.00,0.47
407.912,-0.00,0.68
408.912,-0.00,0.79
409.912,-0.00,0.58
410.912,-0.00,0.68
411.911,-0.00,0.65
412.912,-0.00,0.55
413.912,-0.00,0.71
414.912,-0.00,0.60
415.912,-0.00,0.56
416.912,-0.00,0.62
417.912,-0.00,0.53
418.912,-0.00,0.49
419.912,-0.00,0.53
420.912,-0.00,0.43
421.912,-0.00,0.56
422.912,-0.00,0.38
423.911,-0.00,0.66
424.912,-0.00,0.52
425.912,-0.00,0.65
426.912,-0.00,0.52
427.912,-0.00,0.63
428.915,-0.00,0.65
429.912,-0.00,0.50
430.912,-0.00,0.52
431.912,-0.00,0.45
432.912,-0.00,0.69
433.912,-0.00,0.71
434.911,-0.00,0.48
435.912,-0.00,0.56
436.912,-0.00,0.59
437.911,-0.00,0.50
438.912,-0.00,0.46
439.912,-0.00,0.70
440.911,-0.00,0.54
441.912,-0.00,0.42
442.911,-0.00,0.60
443.912,-0.00,0.47
444.912,-0.00,0.44
445.912,-0.00,0.61
446.911,-0.00,0.54
447.912,-0.00,0.54
448.911,-0.00,0.50
449.912,-0.00,0.59
450.912,-0.00,0.66
451.912,-0.00,0.41
452.912,-0.00,0.47
453.912,-0.00,0.67
454.912,-0.00,0.41
455.912,-0.00,0.69
456.912,-0.00,0.45
457.912,-0.00,0.66
458.912,-0.00,0.50
459.912,-0.00,0.66
460.912,-0.00,0.43
461.911,-0.00,0.69
462.912,-0.00,0.64
463.912,-0.00,0.43
464.911,-0.00,0.60
465.912,-0.00,0.72
466.912,-0.00,0.53
467.911,-0.00,0.44
468.912,-0.00,0.35
469.912,-0.00,0.54
470.912,-0.00,0.58
471.911,-0.00,0.67
472.912,-0.00,0.60
473.912,-0.00,0.73
474.912,-0.00,0.66
475.912,-0.00,0.46
476.912,-0.00,0.46
477.912,-0.00,0.40
478.912,-0.00,0.47
479.912,-0.00,0.55
480.911,-0.00,0.51
481.912,-0.00,0.58
482.912,-0.00,0.59
483.911,-0.00,0.75
484.911,-0.00,0.67
485.912,-0.00,0.65
486.912,-0.00,0.71
487.912,-0.00,0.44
488.912,-0.00,0.50
489.912,-0.00,0.40
490.912,-0.00,0.48
491.912,-0.00,0.47
492.912,-0.00,0.54
493.912,-0.00,0.60
494.912,-0.00,0.63
495.912,-0.00,0.56
496.912,-0.00,0.48
497.912,-0.00,0.46
498.911,-0.00,0.68
499.912,-0.00,0.50
500.911,-0.00,0.42
501.912,-0.00,0.46
502.912,-0.00,0.64
503.912,-0.00,0.65
504.912,-0.00,0.41
505.912,-0.00,0.60
506.911,-0.00,0.60
507.912,-0.00,0.36
508.912,-0.00,0.59
509.911,-0.00,0.70
510.912,-0.00,0.48
511.912,-0.00,0.46
512.911,-0.00,0.60
513.912,-0.00,0.82
514.912,-0.00,0.55
515.911,-0.00,0.34
516.912,-0.00,0.44
517.912,-0.00,0.85
518.912,-0.00,0.51
519.912,-0.00,0.35
520.912,-0.00,0.46
521.912,-0.00,0.51
522.912,-0.00,0.62
523.912,-0.00,0.51
524.912,-0.00,0.52
526.311,-0.00,0.40
527.104,-0.00,0.49
527.595,-0.00,0.62
528.541,-0.00,0.61
529.212,-0.00,0.52
529.643,-0.00,0.39
530.06,-0.00,0.43
530.484,-0.00,0.56
530.916,-0.00,0.65
531.412,-0.00,0.49
532.181,-0.00,0.42
532.612,-0.00,0.50
533.039,-0.00,0.74
533.465,-0.00,0.73
533.911,-0.00,0.38
534.907,-0.00,0.72
535.608,-0.00,0.35
536.482,-0.00,0.58
537.287,-0.00,0.51
537.812,-0.00,0.44
538.541,-0.00,0.69
538.991,-0.00,0.45
539.87,-0.00,0.51
540.717,-0.00,0.58
541.514,-0.00,0.59
542.912,-0.00,0.47
543.912,-0.00,0.44
544.912,-0.00,0.61
545.912,-0.00,0.47
546.912,-0.00,0.60
547.912,-0.00,0.70
548.913,-0.00,0.62
549.911,-0.00,0.44
550.912,-0.00,0.48
551.912,-0.00,0.44
552.912,-0.00,0.73
553.912,-0.00,0.51
554.911,-0.00,0.64
555.912,-0.00,0.61
556.912,-0.00,0.61
557.912,-0.00,0.43
558.911,-0.00,0.52
559.912,-0.00,0.48
560.911,-0.00,0.67
561.912,-0.00,0.44
562.912,-0.00,0.41
563.912,-0.00,0.62
564.912,-0.00,0.53
565.911,-0.00,0.64
566.912,-0.00,0.43
567.911,-0.00,0.62
568.911,-0.00,0.58
569.912,-0.00,0.45
570.912,-0.00,0.55
571.912,-0.00,0.57
572.912,-0.00,0.69
573.912,-0.00,0.69
574.911,-0.00,0.69
575.912,-0.00,0.66
576.912,-0.00,0.58
577.912,-0.00,0.44
578.912,-0.00,0.52
579.912,-0.00,0.72
580.912,-0.00,0.55
581.912,-0.00,0.70
582.911,-0.00,0.62
583.912,-0.00,0.71
584.912,-0.00,0.39
585.912,-0.00,0.74
586.912,-0.00,0.65
587.912,-0.00,0.58
588.912,-0.00,0.37
589.912,-0.00,0.56
590.912,-0.00,0.45
591.912,-0.00,0.39
592.912,-0.00,0.35
593.912,-0.00,0.44
594.912,-0.00,0.47
595.912,-0.00,0.45
596.912,-0.00,0.46
597.911,-0.00,0.36
598.912,-0.00,0.50
599.912,-0.00,0.70
600.912,-0.00,0.64
601.911,-0.00,0.66
602.911,-0.00,0.52
603.912,-0.00,0.62
604.911,-0.00,0.36
605.912,-0.00,0.56
606.912,-0.00,0.43
607.911,-0.00,0.75
608.912,-0.00,0.60
609.912,-0.00,0.62
610.912,-0.00,0.48
611.912,-0.00,0.36
612.912,-0.00,0.61
613.912,-0.00,0.52
614.912,-0.00,0.69
615.912,-0.00,0.70
616.912,-0.00,0.60
617.912,-0.00,0.69
618.911,-0.00,0.61
619.911,-0.00,0.39
620.912,-0.00,0.45
621.912,-0.00,0.41
622.912,-0.00,0.38
623.912,-0.00,0.75
624.912,-0.00,0.61
625.912,-0.00,0.62
626.912,-0.00,0.56
627.912,-0.00,0.49
628.912,-0.00,0.83
629.911,-0.00,0.59
630.912,-0.00,0.52
631.912,-0.00,0.64
632.911,-0.00,0.73
633.912,-0.00,0.44
634.912,-0.00,0.40
635.912,-0.00,0.45
636.912,-0.00,0.56
637.912,-0.00,0.39
638.912,-0.00,0.41
639.912,-0.00,0.46
640.912,-0.00,0.38
641.912,-0.00,0.77
642.912,-0.00,0.58
643.911,-0.00,0.74
644.912,-0.00,0.57
645.912,-0.00,0.65
646.912,-0.00,0.37
647.912,-0.00,0.41
648.912,-0.00,0.28
649.911,-0.00,0.63
650.912,-0.00,0.52
651.912,-0.00,0.67
652.912,-0.00,0.49
653.912,-0.00,0.63
654.912,-0.00,0.46
655.912,-0.00,0.38
656.912,-0.00,0.35
657.911,-0.00,0.67
658.912,-0.00,0.63
659.912,-0.00,0.70
660.911,-0.00,0.45
661.912,-0.00,0.58
662.912,-0.00,0.58
663.912,-0.00,0.79
664.912,-0.00,0.71
665.912,-0.00,0.46
666.912,-0.00,0.54
667.912,-0.00,0.34
668.912,-0.00,0.60
669.912,-0.00,0.68
670.912,-0.00,0.70
671.911,-0.00,0.64
672.912,-0.00,0.40
673.912,-0.00,0.43
674.912,-0.00,0.52
675.912,-0.00,0.58
676.911,-0.00,0.45
677.911,-0.00,0.64
678.912,-0.00,0.51
679.912,-0.00,0.76
680.912,-0.00,0.44
681.912,-0.00,0.63
682.911,-0.00,0.44
683.912,-0.00,0.53
684.912,-0.00,0.61
685.912,-0.00,0.58
686.912,-0.00,0.78
687.912,-0.00,0.47
688.911,-0.00,0.69
689.911,-0.00,0.38
690.912,-0.00,0.70
691.911,-0.00,0.42
692.912,-0.00,0.68
693.911,-0.00,0.56
694.912,-0.00,0.49
695.912,-0.00,0.79
696.912,-0.00,0.69
697.912,-0.00,0.43
698.912,-0.00,0.63
699.912,-0.00,0.73
700.912,-0.00,0.62
701.912,-0.00,0.41
702.912,-0.00,0.53
703.912,-0.00,0.66
704.911,-0.00,0.44
705.912,-0.00,0.38
706.912,-0.00,0.78
707.912,-0.00,0.58
708.912,-0.00,0.43
709.912,-0.00,0.54
710.911,-0.00,0.46
711.911,-0.00,0.66
712.912,-0.00,0.57
713.911,-0.00,0.44
714.912,-0.00,0.65
715.911,-0.00,0.56
716.912,-0.00,0.42
717.911,-0.00,0.65
718.912,-0.00,0.61
719.911,-0.00,0.43
720.912,-0.00,0.55
721.912,-0.00,0.57
722.915,-0.00,0.67
723.912,-0.00,0.66
724.912,-0.00,0.61
725.912,-0.00,0.72
726.911,-0.00,0.75
727.912,-0.00,0.66
728.912,-0.00,0.73
729.912,-0.00,0.66
730.912,-0.00,0.59
731.912,-0.00,0.60
732.912,-0.00,0.69
733.912,-0.00,0.68
734.912,-0.00,0.57
735.912,-0.00,0.65
736.912,-0.00,0.64
737.911,-0.00,0.55
738.912,-0.00,0.55
739.912,-0.00,0.49
740.912,-0.00,0.47
741.912,-0.00,0.45
742.912,-0.00,0.38
743.912,-0.00,0.48
744.912,-0.00,0.67
745.912,-0.00,0.60
746.911,-0.00,0.50
747.912,-0.00,0.40
748.912,-0.00,0.83
749.912,-0.00,0.58
750.912,-0.00,0.45
751.912,-0.00,0.63
752.912,-0.00,0.65
753.912,-0.00,0.49
754.912,-0.00,0.65
755.912,-0.00,0.51
756.912,-0.00,0.42
757.911,-0.00,0.76
758.912,-0.00,0.51
759.912,-0.00,0.55
760.911,-0.00,0.66
761.912,-0.00,0.51
762.912,-0.00,0.68
763.912,-0.00,0.39
764.912,-0.00,0.79
765.912,-0.00,0.59
766.911,-0.00,0.41
767.912,-0.00,0.49
768.911,-0.00,0.85
769.912,-0.00,0.75
770.912,-0.00,0.84
771.911,-0.00,0.49
772.912,-0.00,0.29
773.912,-0.00,0.40
774.912,-0.00,0.33
775.912,-0.00,0.34
776.911,-0.00,0.43
777.912,-0.00,0.67
778.912,-0.00,0.47
779.911,-0.00,0.97
780.912,-0.00,0.38
781.912,-0.00,0.64
782.912,-0.00,0.28
783.912,-0.00,0.30
784.912,-0.00,0.97
785.912,-0.00,0.74
786.912,-0.00,0.43
787.912,-0.00,0.52
788.912,-0.00,0.63
789.912,-0.00,0.46
790.911,-0.00,0.87
791.911,-0.00,0.45
792.912,-0.00,0.36
793.911,-0.00,0.56
794.912,-0.00,0.55
795.912,-0.00,0.37
796.911,-0.00,0.84
797.912,-0.00,0.35
798.912,-0.00,0.41
799.912,-0.00,0.63
800.912,-0.00,0.49
801.912,-0.00,0.75
802.912,-0.00,0.30
803.912,-0.00,0.84
804.912,-0.00,0.64
805.912,-0.00,0.49
806.911,-0.00,0.83
807.911,-0.00,0.33
808.912,-0.00,0.85
809.912,-0.00,0.40
810.912,-0.00,0.83
811.912,-0.00,0.38
812.912,-0.00,0.87
813.911,-0.00,0.80
814.912,-0.00,0.45
815.912,-0.00,0.29
816.912,-0.00,0.37
817.912,-0.00,0.88
818.912,-0.00,0.82
819.911,-0.00,0.95
820.912,-0.00,0.82
821.912,-0.00,0.76
822.912,-0.00,0.41
823.912,-0.00,0.34
824.912,-0.00,0.34
825.912,-0.00,0.51
826.912,-0.00,0.51
827.912,-0.00,0.70
828.912,-0.00,0.89
829.912,-0.00,0.90
830.912,-0.00,0.75
831.912,-0.00,0.71
832.911,-0.00,0.98
833.911,-0.00,0.88
834.912,-0.00,0.87
835.911,-0.00,0.76
836.912,-0.00,1.00
837.912,-0.00,0.74
838.912,-0.00,0.67
839.911,-0.00,0.48
840.912,-0.00,0.29
841.912,-0.00,0.41
842.912,-0.00,0.83
843.912,-0.00,0.62
844.911,-0.00,0.36
845.912,-0.00,0.63
846.911,-0.00,0.68
847.912,-0.00,0.40
848.912,-0.00,0.66
849.911,-0.00,0.44
850.912,-0.00,0.61
851.912,-0.00,0.43
852.912,-0.00,0.63
853.912,-0.00,0.51
854.912,-0.00,0.59
855.912,-0.00,0.49
856.912,-0.00,0.48
857.912,-0.00,0.54
858.911,-0.00,0.71
859.912,-0.00,0.61
860.912,-0.00,0.80
861.912,-0.00,0.42
862.912,-0.00,0.60
863.912,-0.00,0.44
864.912,-0.00,0.37
865.912,-0.00,0.34
866.911,-0.00,0.44
867.912,-0.00,0.38
868.912,-0.00,0.63
869.912,-0.00,0.67
870.912,-0.00,0.66
871.912,-0.00,0.57
872.911,-0.00,0.36
873.912,-0.00,0.44
874.912,-0.00,0.50
875.912,-0.00,0.69
876.912,-0.00,0.81
877.912,-0.00,0.70
878.912,-0.00,0.69
879.912,-0.00,0.72
880.911,-0.00,0.62
881.912,-0.00,0.79
882.912,-0.00,0.60
883.912,-0.00,0.54
884.912,-0.00,0.73
885.912,-0.00,0.44
886.912,-0.00,0.46
887.912,-0.00,0.51
888.911,-0.00,0.58
889.911,-0.00,0.42
890.912,-0.00,0.65
891.912,-0.00,0.40
892.912,-0.00,0.69
893.912,-0.00,0.35
894.912,-0.00,0.51
895.912,-0.00,0.79
896.912,-0.00,0.59
897.912,-0.00,0.41
898.912,-0.00,0.48
899.911,-0.00,0.61
900.912,-0.00,0.77
901.912,-0.00,0.70
902.912,-0.00,0.74
903.912,-0.00,0.64
904.912,-0.00,0.81
905.912,-0.00,0.71
906.912,-0.00,0.66
907.913,-0.00,0.52
908.912,-0.00,0.40
909.912,-0.00,0.73
910.912,-0.00,0.64
911.912,-0.00,0.34
912.912,-0.00,0.75
913.911,-0.00,0.42
914.912,-0.00,0.58
915.912,-0.00,0.35
916.911,-0.00,0.73
917.912,-0.00,0.58
-81.089,-0.00,0.40
-80.088,-0.00,0.66
-79.088,-0.00,0.49
-78.089,-0.00,0.58
-77.088,-0.00,0.58
-76.088,-0.00,0.39
-75.088,-0.00,0.76
-74.088,-0.00,0.40
-73.088,-0.00,0.47
-72.089,-0.00,0.80
-71.087,-0.00,0.53
-70.089,-0.00,0.64
-69.089,-0.00,0.54
-68.088,-0.00,0.36
-67.088,-0.00,0.73
-66.088,-0.00,0.32
-65.088,-0.00,0.69
-64.089,-0.00,0.46
-63.088,-0.00,0.74
-62.088,-0.00,0.51
-61.089,-0.00,0.69
-60.088,-0.00,0.32
-59.088,-0.00,0.85
-58.088,-0.00,0.59
-57.088,-0.00,0.39
-56.088,-0.00,0.58
-55.088,-0.00,0.76
-54.088,-0.00,0.69
-53.087,-0.00,0.43
-52.088,-0.00,0.33
-51.088,-0.00,0.38
-50.088,-0.00,0.46
-49.088,-0.00,0.49
-48.088,-0.00,0.41
-47.089,-0.00,0.44
-46.088,-0.00,0.34
-45.088,-0.00,0.41
-44.088,-0.00,0.59
-43.088,-0.00,0.83
-42.089,-0.00,0.65
