NO,MValue,SValue,MValue_Mean,SValue_Mean,MValue_Analyze,SValue_Analyze
406,44.89,2.362,44.97083333333333,2.3698333333333337,3.4000000000000004,0.2
407,44.92,2.363,44.96083333333333,2.368916666666667,2.4,0.2
408,44.93,2.363,44.95166666666666,2.368,1.9,0.2
409,44.93,2.374,44.94916666666666,2.3680000000000003,1.2,0.1
410,44.92,2.374,44.94583333333333,2.368,0.6,0.0
411,44.92,2.373,44.94166666666666,2.367916666666667,0.8,0.0
412,44.92,2.373,44.93666666666667,2.3678333333333335,0.8999999999999999,0.0
413,44.92,2.373,44.931666666666665,2.36775,1.0,0.0
414,44.92,2.373,44.92666666666667,2.367666666666667,1.0,0.0
415,44.92,2.373,44.921666666666674,2.3685833333333335,1.0,0.1
416,44.92,2.373,44.916666666666664,2.3695833333333334,1.0,0.2
417,44.92,2.372,44.91916666666666,2.3705000000000003,0.3,0.2
418,44.92,2.372,44.921666666666674,2.3713333333333337,0.5,0.2
419,44.92,2.372,44.921666666666674,2.3720833333333338,0.3,0.2
420,44.91,2.372,44.919999999999995,2.372833333333334,0.2,0.2
421,44.91,2.372,44.91833333333333,2.372666666666667,0.3,0.1
422,44.91,2.372,44.9175,2.3725,0.2,0.0
423,44.91,2.372,44.916666666666664,2.3724166666666666,0.2,0.0
424,44.91,2.372,44.91583333333333,2.3723333333333336,0.2,0.0
425,44.91,2.372,44.915,2.3722499999999997,0.2,0.0
426,44.91,2.372,44.91416666666667,2.3721666666666668,0.2,0.0
427,44.91,2.365,44.913333333333334,2.3714999999999997,0.2,0.1
428,45.0,2.363,44.919999999999995,2.3706666666666667,0.6,0.2
429,44.89,2.363,44.9175,2.3699166666666667,0.4,0.2
430,44.89,2.363,44.915,2.3691666666666666,0.5,0.2
431,44.95,2.363,44.9175,2.3684166666666666,0.0,0.2
432,44.95,2.363,44.92083333333333,2.367666666666667,0.6,0.1
433,44.95,2.363,44.92416666666667,2.3669166666666666,0.7000000000000001,0.2
434,45.16,2.363,44.94499999999999,2.3661666666666665,2.4,0.2
435,45.16,2.362,44.965833333333336,2.365333333333333,4.2,0.2
436,45.06,2.372,44.97833333333333,2.3653333333333335,3.3000000000000003,0.1
437,45.1,2.372,44.99416666666667,2.3653333333333335,2.8000000000000003,0.0
438,45.1,2.367,45.01,2.364916666666667,3.2,0.0
439,45.08,2.367,45.024166666666666,2.365083333333333,3.0,0.0
440,45.08,2.366,45.030833333333334,2.3653333333333335,2.1,0.0
441,45.0,2.366,45.04,2.3655833333333334,1.6,0.1
442,45.01,2.366,45.050000000000004,2.3658333333333332,1.9,0.0
443,45.01,2.367,45.055,2.366166666666667,1.5,0.1
444,45.02,2.367,45.060833333333335,2.3665,1.0999999999999999,0.1
445,45.02,2.367,45.06666666666666,2.3668333333333336,1.2,0.1
446,45.02,2.367,45.055,2.3671666666666664,0.6,0.1
447,45.02,2.367,45.04333333333333,2.3675833333333336,2.3,0.1
448,45.02,2.367,45.04,2.367166666666667,1.5,0.0
449,45.19,2.359,45.04750000000001,2.3660833333333335,0.4,0.2
450,45.01,2.359,45.04,2.365416666666667,0.0,0.2
451,45.01,2.36,45.034166666666664,2.3648333333333333,1.3,0.1
452,45.03,2.36,45.03,2.364333333333333,1.0,0.1
453,45.01,2.36,45.030833333333334,2.3638333333333335,0.3,0.1
454,45.01,2.36,45.030833333333334,2.3633333333333333,0.1,0.1
455,45.0,2.36,45.03,2.3627499999999997,0.1,0.1
456,45.0,2.359,45.028333333333336,2.362083333333333,0.2,0.1
457,45.0,2.355,45.02666666666667,2.3610833333333336,0.3,0.2
458,45.0,2.355,45.025,2.3600833333333333,0.3,0.2
459,45.0,2.36,45.02333333333333,2.3595,0.3,0.2
460,45.01,2.362,45.0225,2.359083333333333,0.2,0.1
461,45.01,2.362,45.0075,2.3593333333333333,1.6,0.0
462,45.01,2.362,45.0075,2.359583333333333,1.5,0.1
463,45.02,2.362,45.00833333333333,2.35975,0.1,0.0
464,45.02,2.361,45.0075,2.3598333333333334,0.0,0.0
465,45.02,2.361,45.00833333333333,2.359916666666667,0.0,0.0
466,45.02,2.361,45.009166666666665,2.36,0.2,0.0
467,45.02,2.349,45.01083333333333,2.3590833333333334,0.2,0.1
468,45.02,2.349,45.01250000000001,2.35825,0.3,0.2
469,45.02,2.347,45.014166666666675,2.3575833333333334,0.3,0.2
470,44.92,2.348,45.0075,2.3569999999999998,0.5,0.1
471,45.0,2.348,45.0075,2.356,0.7000000000000001,0.2
472,45.0,2.347,45.00666666666667,2.35475,0.1,0.2
473,44.98,2.348,45.00416666666666,2.3535833333333334,0.3,0.2
474,44.99,2.348,45.0025,2.352416666666667,0.4,0.2
475,44.99,2.348,45.0,2.35125,0.4,0.2
476,44.99,2.348,44.9975,2.3501666666666665,0.5,0.2
477,44.99,2.348,44.995000000000005,2.349083333333333,0.5,0.2
478,44.99,2.348,44.99250000000001,2.3480000000000003,0.5,0.2
479,45.0,2.348,44.990833333333335,2.347916666666667,0.4,0.1
480,45.0,2.327,44.98916666666667,2.346083333333333,0.3,0.2
481,44.75,2.341,44.96666666666667,2.3455833333333334,2.4,0.2
482,44.97,2.341,44.97083333333333,2.345,1.7999999999999998,0.1
483,44.97,2.339,44.968333333333334,2.34425,0.2,0.1
484,44.94,2.339,44.96333333333334,2.3435833333333336,0.7000000000000001,0.1
485,44.94,2.353,44.96,2.344,0.8,0.0
486,45.04,2.348,44.964166666666664,2.344,0.1,0.0
487,45.01,2.348,44.96583333333333,2.344,0.6,0.0
488,45.01,2.343,44.9675,2.3435833333333336,0.3,0.0
489,44.93,2.344,44.9625,2.34325,0.3,0.1
490,44.95,2.344,44.95916666666667,2.3429166666666665,0.8,0.1
491,44.95,2.344,44.955000000000005,2.3425833333333332,0.7000000000000001,0.1
492,44.96,2.344,44.95166666666666,2.344,0.8,0.1
493,44.96,2.344,44.969166666666666,2.34425,1.4000000000000001,0.2
494,44.95,2.344,44.9675,2.3445,1.6,0.1
495,44.96,2.344,44.96666666666667,2.3449166666666668,0.2,0.1
496,44.96,2.344,44.968333333333334,2.345333333333333,0.1,0.1
497,44.97,2.344,44.97083333333333,2.344583333333333,0.4,0.0
498,44.97,2.344,44.965,2.34425,0.3,0.1
499,44.97,2.344,44.961666666666666,2.3439166666666664,0.8999999999999999,0.1
500,44.97,2.344,44.958333333333336,2.344,0.7000000000000001,0.0
501,44.97,2.344,44.961666666666666,2.344,0.0,0.0
502,45.24,2.344,44.98583333333334,2.344,2.8000000000000003,0.0
503,45.09,2.344,44.9975,2.344,3.5999999999999996,0.0
504,45.09,2.344,45.00833333333333,2.344,2.1999999999999997,0.0
505,45.09,2.344,45.01916666666667,2.344,2.1999999999999997,0.0
506,45.09,2.344,45.030833333333334,2.344,2.3,0.0
507,45.09,2.344,45.041666666666664,2.344,2.1999999999999997,0.0
508,45.09,2.344,45.0525,2.344,2.1999999999999997,0.0
509,45.09,2.344,45.0625,2.344,2.1,0.0
510,45.08,2.343,45.071666666666665,2.3439166666666664,1.9,0.0
511,45.08,2.343,45.08083333333334,2.343833333333333,1.7999999999999998,0.0
512,45.08,2.343,45.09,2.34375,1.7999999999999998,0.0
513,45.08,2.343,45.09916666666667,2.3436666666666666,1.7999999999999998,0.0
514,45.08,2.326,45.08583333333333,2.342166666666667,0.4,0.2
515,45.07,2.345,45.08416666666667,2.34225,1.5,0.1
516,45.17,2.345,45.090833333333336,2.342333333333333,0.5,0.0
517,45.17,2.345,45.0975,2.342416666666667,1.3,0.0
518,45.17,2.345,45.104166666666664,2.3425,1.3,0.0
519,45.15,2.345,45.10916666666666,2.3425833333333332,1.2,0.0
520,45.15,2.344,45.11416666666667,2.3425833333333332,1.0,0.0
521,45.14,2.344,45.11833333333333,2.3425833333333332,0.8999999999999999,0.0
522,45.14,2.344,45.123333333333335,2.3426666666666667,0.8999999999999999,0.0
523,45.14,2.343,45.12833333333333,2.3426666666666667,1.0,0.0
524,45.13,2.343,45.1325,2.3426666666666667,0.8999999999999999,0.0
525,45.13,2.339,45.13666666666666,2.3423333333333334,0.8,0.0
526,45.06,2.34,45.135,2.3435,0.2,0.1
527,45.23,2.34,45.14833333333333,2.3430833333333334,1.2,0.1
528,45.23,2.335,45.153333333333336,2.34225,1.7999999999999998,0.1
529,45.13,2.335,45.15,2.3414166666666665,0.2,0.2
530,45.13,2.333,45.14666666666667,2.3404166666666666,0.7000000000000001,0.2
531,44.9,2.334,45.12583333333333,2.3394999999999997,2.4,0.2
532,44.97,2.334,45.11083333333334,2.3386666666666667,3.5999999999999996,0.2
533,44.97,2.335,45.096666666666664,2.3379166666666666,2.9000000000000004,0.2
534,45.0,2.335,45.085,2.3371666666666666,2.6,0.2
535,45.0,2.335,45.07333333333333,2.3365,2.3,0.1
536,45.0,2.335,45.0625,2.3358333333333334,2.3,0.1
537,45.0,2.335,45.05166666666667,2.3355,2.1999999999999997,0.1
538,45.0,2.335,45.046666666666674,2.3350833333333334,1.6,0.1
539,45.0,2.335,45.0275,2.3346666666666667,2.4,0.1
540,45.0,2.335,45.00833333333333,2.3346666666666667,3.8,0.0
541,45.0,2.335,44.9975,2.3346666666666667,3.0,0.0
542,45.0,2.335,44.98666666666667,2.3348333333333335,2.1999999999999997,0.0
543,45.0,2.335,44.995000000000005,2.3349166666666665,0.2,0.0
544,45.0,2.336,44.9975,2.3350833333333334,1.0999999999999999,0.0
545,45.01,2.336,45.00083333333333,2.3351666666666664,0.6,0.0
546,45.01,2.336,45.001666666666665,2.33525,0.4,0.0
547,45.01,2.336,45.0025,2.3353333333333333,0.2,0.0
548,44.84,2.336,44.98916666666667,2.3354166666666667,1.2,0.0
549,44.84,2.336,44.975833333333334,2.3355,2.7,0.0
550,44.85,2.336,44.96333333333334,2.335583333333333,2.6,0.0
551,44.85,2.336,44.95083333333333,2.3356666666666666,2.5,0.0
552,44.68,2.336,44.92416666666667,2.33575,3.9,0.0
553,44.83,2.336,44.910000000000004,2.335833333333333,4.1000000000000005,0.0
554,44.83,2.336,44.895833333333336,2.3359166666666664,2.8000000000000003,0.0
555,44.84,2.336,44.8825,2.336,2.8000000000000003,0.0
556,44.84,2.336,44.86916666666667,2.336,2.7,0.0
557,44.84,2.336,44.855,2.336,2.8000000000000003,0.0
558,44.86,2.336,44.8425,2.336,2.7,0.0
559,44.86,2.336,44.830000000000005,2.336,2.5,0.0
560,44.87,2.335,44.8325,2.3359166666666664,1.0,0.0
561,44.88,2.335,44.83583333333333,2.335833333333333,0.6,0.0
562,44.88,2.335,44.83833333333334,2.33575,0.6,0.0
563,44.88,2.335,44.840833333333336,2.3356666666666666,0.5,0.0
564,44.88,2.335,44.857499999999995,2.335583333333333,1.9,0.0
565,44.88,2.331,44.86166666666667,2.3351666666666664,2.1,0.1
566,44.88,2.331,44.865833333333335,2.33475,0.8,0.1
567,44.88,2.331,44.86916666666667,2.3343333333333334,0.8,0.1
568,44.87,2.331,44.87166666666667,2.3339166666666666,0.6,0.1
569,44.87,2.331,44.87416666666667,2.3335,0.5,0.1
570,44.87,2.331,44.875,2.333083333333333,0.3,0.1
571,44.87,2.331,44.87583333333333,2.332666666666667,0.2,0.1
572,44.87,2.331,44.87583333333333,2.332333333333333,0.1,0.1
573,44.87,2.332,44.875,2.3320833333333333,0.1,0.1
574,44.87,2.332,44.87416666666667,2.3318333333333334,0.2,0.0
575,44.87,2.332,44.873333333333335,2.331583333333333,0.2,0.1
576,44.87,2.332,44.872499999999995,2.3313333333333333,0.2,0.1
577,44.87,2.332,44.87166666666666,2.3314166666666667,0.2,0.0
578,44.87,2.322,44.87083333333333,2.3306666666666667,0.2,0.1
579,44.87,2.322,44.87,2.3299166666666666,0.2,0.2
580,44.87,2.322,44.87,2.3291666666666666,0.1,0.2
581,44.87,2.321,44.87,2.328333333333333,0.0,0.2
582,44.86,2.321,44.869166666666665,2.3275,0.1,0.2
583,44.86,2.321,44.86833333333333,2.3266666666666667,0.2,0.2
584,44.86,2.321,44.8675,2.325833333333333,0.2,0.2
585,44.86,2.321,44.86666666666667,2.3249166666666667,0.2,0.2
586,44.86,2.321,44.865833333333335,2.324,0.2,0.2
587,44.86,2.321,44.865,2.3230833333333334,0.2,0.2
588,44.86,2.311,44.86416666666667,2.3213333333333335,0.2,0.3
589,44.86,2.312,44.86333333333334,2.319666666666667,0.2,0.3
590,44.86,2.312,44.86249999999999,2.3188333333333335,0.2,0.2
591,44.86,2.313,44.86166666666666,2.3180833333333335,0.2,0.2
592,44.86,2.313,44.86083333333334,2.3173333333333335,0.2,0.2
593,44.86,2.313,44.86,2.316666666666667,0.2,0.1
594,44.86,2.313,44.86,2.3160000000000003,0.1,0.1
595,44.86,2.313,44.86,2.3153333333333337,0.0,0.1
596,44.86,2.313,44.86,2.314666666666667,0.0,0.1
597,44.94,2.314,44.86666666666667,2.314083333333333,0.7000000000000001,0.1
598,44.95,2.314,44.87416666666667,2.3135,1.4000000000000001,0.1
599,44.95,2.314,44.88166666666666,2.3129166666666667,1.5,0.1
600,44.94,2.314,44.88833333333333,2.313166666666667,1.4000000000000001,0.0
601,44.94,2.296,44.895,2.3118333333333334,1.3,0.1
602,44.71,2.302,44.8825,2.3110000000000004,0.6,0.2
603,44.8,2.302,44.8775,2.3100833333333335,1.7999999999999998,0.2
604,44.8,2.304,44.872499999999995,2.3093333333333335,1.0,0.2
605,44.88,2.305,44.87416666666667,2.308666666666667,0.3,0.1
606,44.9,2.305,44.8775,2.308,0.5,0.1
607,44.9,2.305,44.88083333333333,2.3073333333333337,0.7000000000000001,0.1
608,44.9,2.305,44.884166666666665,2.3066666666666666,0.7000000000000001,0.1
609,44.9,2.315,44.880833333333335,2.3067499999999996,0.0,0.1
610,44.9,2.317,44.876666666666665,2.307,0.8,0.0
611,44.99,2.317,44.879999999999995,2.30725,0.1,0.1
612,44.99,2.317,44.884166666666665,2.3074999999999997,0.8,0.0
613,44.96,2.312,44.88583333333333,2.3088333333333333,0.6,0.2
614,44.84,2.312,44.89666666666667,2.3096666666666668,1.3,0.2
615,44.84,2.312,44.9,2.3104999999999998,1.4000000000000001,0.2
616,44.83,2.312,44.9025,2.311166666666667,0.6,0.2
617,44.83,2.311,44.89833333333333,2.311666666666667,0.2,0.1
618,44.83,2.312,44.892500000000005,2.31225,1.0,0.1
619,45.01,2.312,44.901666666666664,2.3128333333333333,0.3,0.1
620,45.01,2.302,44.910833333333336,2.312583333333333,1.7999999999999998,0.0
621,44.85,2.307,44.906666666666666,2.311916666666667,0.5,0.1
622,44.88,2.307,44.905,2.3110833333333334,0.6,0.1
623,44.88,2.307,44.895833333333336,2.31025,1.0999999999999999,0.2
624,44.89,2.307,44.887499999999996,2.309416666666667,1.7999999999999998,0.2
625,44.89,2.306,44.88166666666667,2.3089166666666667,1.4000000000000001,0.1
626,44.89,2.305,44.88583333333333,2.308333333333333,0.2,0.1
627,45.03,2.305,44.90166666666667,2.30775,2.0,0.1
628,45.03,2.299,44.91833333333333,2.3066666666666666,3.2,0.2
629,44.82,2.299,44.9175,2.3056666666666668,1.6,0.2
630,44.82,2.299,44.916666666666664,2.3045833333333334,0.2,0.2
631,44.89,2.3,44.906666666666666,2.3035833333333335,1.0999999999999999,0.2
632,44.89,2.3,44.89666666666667,2.3034166666666667,2.0,0.1
633,44.89,2.299,44.9,2.30275,0.7000000000000001,0.1
634,44.89,2.299,44.90083333333333,2.3020833333333335,0.4,0.1
635,44.88,2.299,44.90083333333333,2.301416666666667,0.1,0.1
636,44.88,2.299,44.900000000000006,2.30075,0.1,0.1
637,44.89,2.299,44.900000000000006,2.3001666666666662,0.1,0.1
638,44.89,2.299,44.9,2.2996666666666665,0.0,0.1
639,44.89,2.299,44.88833333333333,2.2991666666666664,1.2,0.1
640,44.89,2.299,44.876666666666665,2.299166666666667,2.3,0.0
641,44.89,2.299,44.8825,2.299166666666667,0.6,0.0
642,44.9,2.299,44.88916666666666,2.299166666666667,1.2,0.0
643,44.9,2.299,44.89000000000001,2.2990833333333334,0.8,0.0
644,44.9,2.299,44.89083333333334,2.299,0.2,0.0
645,44.9,2.299,44.89166666666666,2.299,0.2,0.0
646,44.9,2.299,44.892500000000005,2.299,0.2,0.0
647,44.9,2.299,44.89416666666667,2.299,0.3,0.0
648,44.91,2.299,44.89666666666667,2.299,0.4,0.0
649,44.91,2.292,44.89833333333333,2.2984166666666668,0.4,0.1
650,44.91,2.31,44.9,2.2993333333333332,0.3,0.0
651,45.09,2.31,44.916666666666664,2.30025,1.7999999999999998,0.2
652,45.09,2.293,44.93333333333334,2.29975,3.3000000000000003,0.0
653,45.0,2.293,44.9425,2.29925,2.6,0.1
654,45.0,2.294,44.95083333333333,2.298833333333333,1.7000000000000002,0.1
655,45.03,2.294,44.961666666666666,2.2984166666666668,1.9,0.1
656,45.04,2.294,44.973333333333336,2.298,2.3,0.1
657,45.04,2.293,44.98499999999999,2.2975,2.3,0.1
658,45.04,2.293,44.99666666666667,2.297,2.3,0.1
659,45.04,2.293,45.00833333333333,2.2965000000000004,2.3,0.1
660,45.04,2.293,45.01916666666667,2.296,2.3,0.1
661,45.04,2.293,45.03,2.2960833333333333,2.1999999999999997,0.0
662,45.04,2.292,45.04083333333333,2.2945833333333336,2.1999999999999997,0.1
663,45.04,2.292,45.03666666666666,2.293083333333333,0.7000000000000001,0.3
664,45.04,2.292,45.0325,2.293,0.8,0.2
665,45.04,2.292,45.03583333333333,2.2929166666666667,0.1,0.0
666,45.04,2.292,45.03916666666667,2.2927500000000003,0.7000000000000001,0.0
667,45.04,2.292,45.04,2.2925833333333334,0.4,0.0
668,45.04,2.292,45.04,2.2924166666666665,0.1,0.0
669,45.04,2.292,45.04,2.292333333333333,0.0,0.0
670,45.04,2.292,45.04,2.2922499999999997,0.0,0.0
671,45.04,2.292,45.04,2.2921666666666662,0.0,0.0
672,45.05,2.292,45.04083333333333,2.2920833333333333,0.1,0.0
673,45.05,2.292,45.041666666666664,2.292,0.2,0.0
674,44.85,2.292,45.02583333333333,2.292,1.5,0.0
675,44.85,2.292,45.01,2.292,3.2,0.0
676,45.16,2.292,45.02,2.292,0.6,0.0
677,45.03,2.292,45.01916666666667,2.292,0.8999999999999999,0.0
678,45.03,2.291,45.01833333333334,2.2919166666666664,0.2,0.0
679,45.22,2.283,45.03333333333333,2.291166666666667,1.4000000000000001,0.1
680,45.05,2.283,45.034166666666664,2.2904166666666663,1.6,0.2
681,45.05,2.284,45.035,2.28975,0.2,0.1
682,45.05,2.284,45.03583333333333,2.289083333333333,0.2,0.1
683,45.05,2.293,45.03666666666666,2.2891666666666666,0.2,0.1
684,45.05,2.283,45.03666666666667,2.2884166666666665,0.1,0.1
685,44.92,2.283,45.02583333333333,2.2876666666666665,1.0999999999999999,0.2
686,44.92,2.285,45.031666666666666,2.287083333333333,0.5,0.1
687,45.0,2.284,45.04416666666666,2.2864166666666668,1.7999999999999998,0.1
688,44.98,2.284,45.02916666666667,2.2857499999999997,0.2,0.1
689,44.98,2.284,45.025,2.285083333333333,1.9,0.1
690,44.98,2.284,45.020833333333336,2.2845,0.8,0.1
691,44.98,2.284,45.00083333333333,2.2845833333333334,2.4,0.0
692,45.12,2.278,45.00666666666666,2.2841666666666667,1.4000000000000001,0.0
693,44.99,2.278,45.001666666666665,2.2836666666666665,0.1,0.1
694,44.99,2.287,44.99666666666666,2.283916666666667,1.0,0.0
695,44.98,2.287,44.990833333333335,2.2834166666666667,1.0999999999999999,0.0
696,44.98,2.287,44.98499999999999,2.28375,1.2,0.0
697,45.15,2.286,45.00416666666666,2.2840000000000003,1.3,0.1
698,45.06,2.286,45.015833333333326,2.2840833333333332,3.1,0.0
699,45.06,2.28,45.020833333333336,2.28375,1.7000000000000002,0.0
700,44.98,2.28,45.020833333333336,2.2834166666666667,0.5,0.1
701,44.98,2.28,45.020833333333336,2.2830833333333334,0.0,0.1
702,44.98,2.28,45.020833333333336,2.28275,0.0,0.1
703,44.99,2.28,45.02166666666667,2.2824166666666663,0.1,0.1
704,44.99,2.28,45.01083333333333,2.282583333333333,1.0,0.0
705,44.99,2.28,45.01083333333333,2.28275,1.0999999999999999,0.0
706,44.99,2.28,45.01083333333333,2.2821666666666665,0.0,0.0
707,44.99,2.28,45.01166666666666,2.2815833333333333,0.1,0.1
708,44.99,2.28,45.012499999999996,2.281,0.2,0.1
709,44.99,2.28,44.99916666666667,2.2804999999999995,1.2,0.1
710,44.99,2.28,44.99333333333334,2.28,1.9,0.1
711,44.99,2.28,44.987500000000004,2.28,1.2,0.0
712,44.99,2.28,44.98833333333334,2.28,0.5,0.0
713,44.99,2.28,44.98916666666667,2.28,0.2,0.0
714,45.0,2.28,44.990833333333335,2.28,0.2,0.0
715,45.0,2.28,44.99166666666667,2.28,0.2,0.0
716,45.0,2.28,44.9925,2.28,0.2,0.0
717,45.2,2.28,45.01,2.28,1.7999999999999998,0.0
718,45.2,2.27,45.0275,2.2791666666666663,3.5000000000000004,0.1
719,45.02,2.27,45.03,2.278333333333333,2.0,0.2
720,45.02,2.27,45.0325,2.2775,0.5,0.2
721,45.02,2.27,45.035000000000004,2.276666666666667,0.5,0.2
722,45.01,2.27,45.03666666666667,2.2758333333333334,0.4,0.2
723,45.01,2.269,45.038333333333334,2.2749166666666665,0.3,0.2
724,44.99,2.269,45.038333333333334,2.274,0.2,0.2
725,44.99,2.269,45.038333333333334,2.273083333333333,0.0,0.2
726,44.98,2.268,45.03666666666667,2.2720833333333332,0.2,0.2
727,44.97,2.268,45.034166666666664,2.2710833333333333,0.4,0.2
728,44.97,2.268,45.031666666666666,2.2700833333333335,0.5,0.2
729,44.96,2.268,45.01166666666666,2.269083333333333,2.3,0.2
730,44.96,2.268,44.99166666666667,2.2689166666666667,4.0,0.1
731,44.96,2.268,44.98666666666667,2.2687500000000003,2.5,0.0
732,45.21,2.268,45.0025,2.2685833333333334,1.0999999999999999,0.0
733,45.21,2.268,45.01833333333334,2.2684166666666665,3.2,0.0
734,45.19,2.268,45.03333333333333,2.2682499999999997,3.1,0.0
735,45.12,2.268,45.0425,2.2681666666666667,2.4,0.0
736,45.12,2.268,45.053333333333335,2.2680833333333332,2.0,0.0
737,45.11,2.268,45.06333333333333,2.268,2.1,0.0
738,45.11,2.268,45.07416666666666,2.268,2.1,0.0
739,45.11,2.268,45.08583333333333,2.268,2.3,0.0
740,45.1,2.268,45.096666666666664,2.268,2.3,0.0
741,45.1,2.268,45.10833333333333,2.268,2.1999999999999997,0.0
742,45.09,2.268,45.119166666666665,2.268,2.3,0.0
743,45.09,2.268,45.13,2.268,2.1999999999999997,0.0
744,45.09,2.268,45.12,2.268,0.1,0.0
745,45.09,2.253,45.11000000000001,2.26675,2.0,0.1
746,44.97,2.253,45.09166666666667,2.2655,2.8000000000000003,0.2
747,44.97,2.253,45.07916666666667,2.26425,3.1,0.2
748,44.96,2.253,45.06583333333333,2.263,2.6,0.2
749,44.96,2.254,45.053333333333335,2.261833333333333,2.6,0.2
750,44.97,2.254,45.041666666666664,2.260666666666667,2.4,0.2
751,44.97,2.254,45.03,2.2594999999999996,2.3,0.2
752,44.97,2.254,45.01916666666667,2.2583333333333333,2.1999999999999997,0.2
753,44.96,2.254,45.0075,2.257166666666667,2.3,0.2
754,44.96,2.254,44.99666666666667,2.256,2.3,0.2
755,44.96,2.254,44.98583333333334,2.2548333333333335,2.1999999999999997,0.2
756,44.96,2.254,44.975,2.2536666666666667,2.1999999999999997,0.2
757,44.96,2.254,44.96416666666667,2.2537499999999997,2.1999999999999997,0.1
758,44.96,2.254,44.96333333333333,2.253833333333333,1.2,0.0
759,44.96,2.254,44.962500000000006,2.2539166666666666,0.2,0.0
760,44.96,2.254,44.9625,2.254,0.1,0.0
761,44.96,2.254,44.9625,2.254,0.0,0.0
762,44.96,2.254,44.961666666666666,2.254,0.1,0.0
763,44.95,2.254,44.96,2.254,0.2,0.0
764,44.95,2.254,44.958333333333336,2.254,0.3,0.0
765,44.95,2.253,44.9575,2.2539166666666666,0.2,0.0
766,44.95,2.241,44.95666666666667,2.2528333333333337,0.2,0.1
767,45.04,2.241,44.96333333333333,2.25175,0.6,0.2
768,45.04,2.242,44.97,2.25075,1.3,0.2
769,45.03,2.242,44.975833333333334,2.24975,1.3,0.2
770,45.03,2.243,44.98166666666666,2.2488333333333332,1.2,0.2
771,45.04,2.244,44.98833333333334,2.2479999999999998,1.3,0.2
772,45.05,2.244,44.99583333333333,2.2471666666666668,1.4000000000000001,0.2
773,45.05,2.244,45.00333333333333,2.2463333333333333,1.5,0.2
774,45.06,2.244,45.01166666666666,2.2455000000000003,1.6,0.2
775,45.06,2.244,45.020833333333336,2.244666666666667,1.7999999999999998,0.2
776,45.06,2.244,45.03,2.2438333333333333,1.7999999999999998,0.2
777,45.05,2.244,45.038333333333334,2.2430833333333333,1.7000000000000002,0.2
778,45.05,2.244,45.046666666666674,2.2433333333333336,1.7000000000000002,0.0
779,45.05,2.244,45.04749999999999,2.2435833333333335,0.8999999999999999,0.1
780,45.05,2.244,45.04833333333334,2.24375,0.2,0.0
781,45.05,2.244,45.050000000000004,2.243916666666667,0.3,0.0
782,45.06,2.245,45.0525,2.2440833333333337,0.4,0.0
783,45.06,2.245,45.05416666666667,2.244166666666667,0.4,0.0
784,45.06,2.245,45.055,2.24425,0.2,0.0
785,45.06,2.245,45.05583333333333,2.2443333333333335,0.2,0.0
786,45.06,2.245,45.05583333333333,2.244416666666667,0.1,0.0
787,45.06,2.244,45.05583333333333,2.244416666666667,0.0,0.0
788,45.06,2.244,45.05583333333333,2.2444166666666665,0.0,0.0
789,45.06,2.244,45.05666666666667,2.2444166666666665,0.1,0.0
790,45.06,2.244,45.057500000000005,2.2444166666666665,0.2,0.0
791,45.06,2.245,45.05833333333334,2.2445,0.2,0.0
792,45.06,2.245,45.05916666666667,2.2445833333333334,0.2,0.0
793,45.07,2.245,45.060833333333335,2.244666666666667,0.2,0.0
794,45.07,2.245,45.06166666666667,2.244666666666667,0.2,0.0
795,45.07,2.245,45.0625,2.244666666666667,0.2,0.0
796,45.07,2.245,45.06333333333333,2.244666666666667,0.2,0.0
797,45.07,2.245,45.064166666666665,2.244666666666667,0.2,0.0
798,45.07,2.245,45.065000000000005,2.244666666666667,0.2,0.0
799,45.07,2.245,45.06583333333334,2.2447500000000002,0.2,0.0
800,45.07,2.233,45.06666666666667,2.2438333333333333,0.2,0.1
801,45.0,2.233,45.06166666666667,2.242916666666667,0.4,0.2
802,45.0,2.235,45.05666666666667,2.242166666666667,1.0,0.2
803,45.11,2.24,45.060833333333335,2.24175,0.1,0.1
804,45.35,2.24,45.085,2.2413333333333334,2.8000000000000003,0.1
805,45.35,2.224,45.10833333333333,2.2395833333333335,4.7,0.2
806,45.24,2.224,45.1225,2.2378333333333336,3.8,0.3
807,45.24,2.223,45.13666666666666,2.236,2.8000000000000003,0.4
808,45.15,2.223,45.14333333333334,2.234166666666667,2.1,0.4
809,45.13,2.223,45.14833333333333,2.2323333333333335,1.2,0.4
810,45.13,2.222,45.153333333333336,2.2304166666666667,1.0,0.4
811,45.13,2.222,45.15833333333333,2.2285,1.0,0.4
812,45.13,2.222,45.163333333333334,2.2275833333333335,1.0,0.3
813,45.13,2.222,45.17416666666667,2.2266666666666666,1.6,0.2
814,45.12,2.222,45.18416666666667,2.2255833333333332,2.1,0.2
815,45.12,2.217,45.185,2.2236666666666665,1.0999999999999999,0.3
816,45.13,2.217,45.166666666666664,2.22175,1.7999999999999998,0.4
817,45.14,2.217,45.14916666666667,2.2211666666666665,3.5999999999999996,0.2
818,45.14,2.217,45.14083333333334,2.2205833333333334,2.6,0.1
819,45.14,2.217,45.1325,2.2200833333333336,1.7000000000000002,0.1
820,45.14,2.223,45.13166666666667,2.220083333333333,0.8999999999999999,0.1
